Item,Form,Price
DREZ POWDER 10G,Pack,GHS 28.67
DREZ SOLUTION 100ML,Btl,GHS 54.91
DREZ SOLUTION 30ML,Btl,GHS 31.33
DRL - 1511 DR RASHEL VIT C NIGHT CREAM,Pack,GHS 68.00
DRL 1431 DR RASHEL VITAMIN C FACE SERUM,Pcs,GHS 80.00
DRL 1652- DR. RASHEL ANTI -AGING 60 SPF MOIT. SUN SPRAY,Unit,GHS 80.00
DRL 1671- DR.RASHEL VITAMIN C LIP BLAM ( BRIGHTEN & MOISTURIZE),Unit,GHS 30.00
DRL 1672-DR RASHEL LIP BALM -PEACH PLUMPIN G& HYDRATING,Unit,GHS 30.00
DRL-1435 DR RASHEL FADE SPOT NIGHT CREAM 50G,Pcs,GHS 80.00
DRL-1466 DR RASHEL HYDRATE SUN CREAM 60G,Pack,GHS 80.00
DRL-1486 DR. RASHEL VIT  C & NIACINAMIDE CLEANSING MOUSSE 125ML,Pcs,GHS 80.00
DRL-1490 DR RASHEL HYALURONIC ACID ESSENCE TONER 500ML,Pack,GHS 70.00
DRL-1493 DR RASHEL  HYALURONIC ACID ESSENCE CLEANSING MOUSSE 125ML,Pack,GHS 80.00
DRL-1498 DR. RASHEL COLLAGEN CLEANSING MOUSSE 125ML,Pcs,GHS 80.00
DRL-1509 DR RASHEL VIT C DAY CREAM 50G,Pack,GHS 70.00
DRL-1514 DR RASHEL VIT C MAKEUP FIXER 160ML,Pack,GHS 55.00
DRL-1515 VIT C SILK MASK,Pack,GHS 75.00
DRL-1557 DR RASHEL VIT C &ANTI-AGING SKIN CARE SET 5'S,Unit,GHS 350.00
DRL-1611 DR RACHEL WHITENING FADE SOAP 100G,Pack,GHS 36.00
DRL-1631 DR RASHEL VITAMIN E HYDRATING & RESTORING SKIN SET 10S,Pack,GHS 300.00
DRL-1651- DR RASHEL ANTI-AGING &MOISTURE SUN CRM SPF 60 60G,Pack,GHS 100.00
DRL1429 DR RASHEL VIT C FACIAL CLEANSER,Pack,GHS 35.00
DRL1493 DR RASHEL HYALURONIC ACID MOUSSE 125ML,Unit,GHS 60.00
DRL1494 DR RASHEL HYALURONIC ACID PRIMER SERUM 100ML,Pack,GHS 40.00
DRL1513 DR RACHEL VIT C CLEANSING MILK,Pack,GHS 40.00
DRL1518 DR RASHEL GREEN TEA GEL 300G (1518),Pack,GHS 38.00
DRL1519 DR RASHEL VIT E SOOTHING GEL 300G,Pack,GHS 25.00
DRL1523 DR RASHEL HYALURONIC ACID SOOTHING GEL 300G,Pack,GHS 30.00
DRL1530 DR RASHEL ALOE VERA FACIAL CLEANSER,Pack,GHS 30.00
DRL1534 DR RASHEL ALOE VERA MOISTURIZER CRM,Pack,GHS 30.00
DRL1535 DR RASHEL ALOE VERA NEW SERUM,Pack,GHS 35.00
DRL1536 DR RASHEL ALOE VERA SOOTH& MOIST TONER,Pack,GHS 36.00
DRL1556 DR RACHEL WHITEN FADE SPOT SKIN CARE SET,Pack,GHS 200.00
DRL1670 DR RASHEL LIP BALM-ALOE VERA SOOTH & MOISTURIZE,Pack,GHS 30.00
DRL1673 DR RASHEL LIP BALM REPAIRING & SOOTHING,Pack,GHS 30.00
DRL1674 DR RASHEL LIP BALM,Pack,GHS 30.00
DRL1675- DR. RASHEL VASELINE LIP BALM (MOISTURIZE & REPAIR),Pack,GHS 30.00
DROTAVARINE TABS 40MG (DOVERIN),Tab,GHS 1.80
DRUG FEEDER,Pack,GHS 20.00
DRY IRON,Pack,GHS 80.00
DS 51938 DISAAR ALOE VERA SCRUB GEL 120ML,Unit,GHS 16.00
DS303 BS BAG BLACK,Unit,GHS 160.00
DS318-1 DISAAR HAIR REMOVER CRM 100ML,Pack,GHS 15.00
DS343-1 DISAAR NATURAL MASSAGE OIL 120ML - LAVENDER,Pack,GHS 28.00
DS51915 DISAAR COCONUT OIL 100ML,Pack,GHS 15.00
DS51918 DISAAR ALMOND OIL 100ML,Unit,GHS 15.00
DS51919 DISAAR CASTOR OIL 100ML,Pack,GHS 28.00
DS51920-DISAAR VIT C 100ML,Pack,GHS 20.00
"DS51923 DISAAR VIT E 70,000 IU OIL 50G",Pack,GHS 20.00
DS51947 DISAAR VIT C MOISTURIZING LOTION 480ML,Unit,GHS 30.00
DS51969 DISAAR ALOE VERA SCRUB CREAM 120ML,Unit,GHS 16.00
DUCK 5IN1 RIM BLOCK 41G (LIME),Unit,GHS 10.00
DUCK DEEP ACTION GEL 750ML - FRUITOPIA,Unit,GHS 17.00
DUCK DEEP ACTION GEL 750ML - LAVENDER BLOOM,Unit,GHS 17.00
DUCK DEEP ACTION GEL 750ML - MARINE WAVE,Unit,GHS 17.00
DUCK DISSOLVES LIMESCALE 750ML - MINT,Unit,GHS 17.00
DUCK FRESH DISC + APPLICATOR 36ML-LIME,Unit,GHS 16.00
DUCK FRESH DISC + APPLICATOR 36ML-MARINE,Unit,GHS 16.00
DUCK FRESH DISC + BLEACH 36ML EUCALYPTUS,Unit,GHS 20.00
DUCK FRESH DISC + BLEACH 36ML MARINE,Unit,GHS 16.00
DUCK LIQUID 4IN1 750ML,Unit,GHS 10.00
DUCK LIQUID 5IN1 750ML,Unit,GHS 12.00
DUCK LIQUID RIMBLOCK 55ML,Unit,GHS 9.00
DUCK RIMBLOCK AQUA BLUE 40G,Unit,GHS 12.00
DUCK RIMBLOCK AQUA GREEN 40G,Unit,GHS 12.00
DUCK RIMBLOCK TWIN REFIL,Unit,GHS 4.00
DUCK TOILET CLEANER 750ML - FOREST,Unit,GHS 17.00
DUCK TOILET CLEANER 750ML - LEMON,Unit,GHS 17.00
DUCK TOILET FRESH STRIPS 3'S - LIME,Unit,GHS 17.00
DUCK TOILET FRESH STRIPS 3'S -PINE,Unit,GHS 17.00
DUCK TOILET RIMBLOCK,Unit,GHS 9.00
DUFENAC CAPS 75MG (DICLOFENAC),Cap,GHS 2.30
DULCOLAX SUPP 10MG,SUPP,GHS 8.00
DULCOLAX SUPP 5MG,SUPP,GHS 5.00
DULCOLAX TABS 5MG 10'S,Tab,GHS 6.50
DULCOLAX TABS 5MG 100'S,Tab,GHS 6.50
DULOXETINE 20MG TAB,Tab,GHS 3.40
DULOXETINE 30MG TAB,Tab,GHS 4.50
DUMOCALCIUM TABS,Tab,GHS 0.50
DUODART CAPS 0.5MG/0.4MG,Cap,GHS 11.00
DUOTRAV (TRAVOPROST/TIMOLOL) DROP 2.5ML,Pack,"GHS 54,754.00"
DUPHALAC SYRUP,Btl,GHS 38.00
DUPHASTON TABS 10MG,Tab,GHS 8.10
DURACELL BATTERIES 9V 1'S,Unit,GHS 40.00
DURACELL BATTERIES AA 2'S,Unit,GHS 18.00
DURACELL BATTERIES AA 4'S,Unit,GHS 24.00
DURACELL BATTERIES AAA 2'S,Unit,GHS 14.00
DURACELL BATTERIES AAA 4'S,Unit,GHS 22.00
DURACELL BATTERIES C 2'S,Unit,GHS 50.00
DURALAST (DAPOXETINE HCL) 30MG,Sachet,GHS 19.00
DUREX CONDOMS - AIR 10'S,Pack,GHS 96.00
DUREX CONDOMS - AIR 3'S,Pack,GHS 33.00
DUREX CONDOMS - AROUSER 12'S,Pack,GHS 96.00
DUREX CONDOMS - AROUSER 3'S,Pack,GHS 33.00
DUREX CONDOMS - B CLOSE 3'S,Pack,GHS 33.00
DUREX CONDOMS - CLASSIC 3'S,Pack,GHS 33.00
DUREX CONDOMS - ELITE 3'S,Pack,GHS 33.00
DUREX CONDOMS - EXTRA RIBBED 3'S,Pack,GHS 33.00
DUREX CONDOMS - EXTRA THIN 3'S (BUBBLEGUM),Pack,GHS 33.00
DUREX CONDOMS - EXTRA TIME 3'S,Pack,GHS 33.00
DUREX CONDOMS - FETHERLITE 3'S,Pack,GHS 33.00
DUREX CONDOMS - FETHERLITE ELITE 3'S,Pack,GHS 33.00
DUREX CONDOMS - FETHERLITE ULTRA 3'S,Pack,GHS 33.00
DUREX CONDOMS - JEANS 3'S,Pack,GHS 33.00
DUREX CONDOMS - PERFORMA 3'S,Pack,GHS 33.00
DUREX CONDOMS - PLEASURE ME 3'S,Pack,GHS 32.40
DUREX CONDOMS - PLEASUREMAX 3'S,Pack,GHS 33.00
DUREX CONDOMS - RIBBED 3S,Pack,GHS 33.00
DUREX CONDOMS - SELECT 3'S,Pack,GHS 33.00
DUREX CONDOMS - SENSITIVO 3'S,Pack,GHS 33.00
DUREX CONDOMS - SUPERTHIN 3'S,Pack,GHS 33.00
DUREX CONDOMS - ULTRA THIN 3'S,Pack,GHS 33.00
DUREX CONDOMS -TINGLE 3'S,Pack,GHS 33.00
DUREX CONDOMS EXTRA DOTS 10'S,Pack,GHS 96.00
DUREX CONDOMS EXTRA RIBBED 10'S,Pack,GHS 96.00
DUREX CONDOMS EXTRA SAFE 3'S,Pack,GHS 33.00
DUREX CONDOMS EXTRA THIN 10'S,Pack,GHS 96.00
DUREX CONDOMS EXTRA TIME 10'S,Pack,GHS 96.00
DUREX CONDOMS- EXTRA THIN (STRAWBERRY) 3S,Pack,GHS 33.00
DUREX ETRA THIN 10`S - BUBBLE GUM,Pack,GHS 96.00
DUREX EXTRA SAFE CONDOMS 12'S,Pack,GHS 96.00
DUREX EXTRA THIN 10`S- INTENSE CHOCOLATE,Pack,GHS 96.00
DUREX FEATHERLITE 12'S,Pack,GHS 96.00
DUREX FEELS CONDOMS 3'S,Pack,GHS 33.00
DUREX PERFORMA CONDOMS 12'S,Pack,GHS 96.00
DUREX PLAY   FEEL 50ML,Pack,GHS 72.00
DUREX PLAY 2IN1 MASSAGE OIL 200ML - ALOE VERA,Pack,GHS 200.00
DUREX PLAY 2IN1 MASSAGE OIL 200ML - SENSUALE,Pack,GHS 180.00
DUREX PLAY 2IN1 MASSAGE OIL 200ML - STIMULATING,Pack,GHS 200.00
DUREX PLAY 2IN1 MASSAGE OIL 200ML -SEDUCTIVE YLANG,Pack,GHS 200.00
DUREX PLAY 50ML - CHERRY,Pack,GHS 80.00
DUREX PLAY 50ML - ORIGINAL,Pack,GHS 80.00
DUREX PLAY 50ML - STRAWBERRY,Pack,GHS 80.00
DUREX PLAY 50ML - TINGLING,Pack,GHS 80.00
DUREX PLAY VIBRATIONS,Pack,GHS 50.00
DUREX RIBBED CONDOMS 12'S,Pack,GHS 96.00
DUREX SELECT CONDOMS 12'S,Pack,GHS 96.00
DUREX SENSATION CONDOMS 12'S,Pack,GHS 96.00
DUREX SENSATION CONDOMS 3'S,Pack,GHS 33.00
DUROL JUNIOR SYRUP 200ML,Btl,GHS 19.50
DUROL TONIC 200ML (ADULT),Btl,GHS 26.49
DUROL TONIC 300ML (ADULT),Btl,GHS 32.30
DUROMINE CAPS 30MG,Cap,GHS 39.31
DUXOCIN ( DOXORUBICIN) 10MG INJ,Pack,GHS 35.00
DYLON COLOUR CATCHER 24'S,Unit,GHS 48.00
DYNAMOGEN ORAL SOLUTION,Tube,GHS 8.17
DYNEWELL SYR 200ML (LETAP),Unit,GHS 9.50
DYNEWELL TABS 4MG 50X 10'S,Tab,GHS 0.71
E45 CREAM 125GM,Pcs,GHS 110.00
E45 CREAM 350GM,Unit,GHS 160.00
E45 CREAM 500GM,Tube,GHS 160.00
E45 CREAM 50GM,Unit,GHS 48.00
E45 CREAM WITH PUMP 500GM,Unit,GHS 160.00
E45 DAILY LOTION 200ML - FAST ABSORBING,Pcs,GHS 120.00
E45 ITCH RELIEF CREAM 50G,Tube,GHS 82.00
E45 LOTION 200ML,Pcs,GHS 120.00
E45 RICH 24HR LOTION 200ML,Pcs,GHS 120.00
EAR PLUGS 4 PAIRS,Pcs,GHS 36.00
EARNEST OINTMENT,Pcs,GHS 10.02
EASY THICH BLEACH 750ML-ORIGINAL,Pcs,GHS 14.00
EBONY CONDOMS 3'S,Unit,GHS 4.06
EBONY FRESH ALATA SAMINA 500G -LEMON,Pcs,GHS 10.00
ECO STYLE BLACK CASTOR,Pcs,GHS 55.00
EFPAC JUNIOR SYRUP 100ML,Btl,GHS 13.50
EFPAC TAB 30X10'S,Pcs,GHS 79.75
EKURO BEWU,Pcs,GHS 7.90
ELASTICAT ANKLE SUPPORT BANDAGE,Unit,GHS 15.00
ELASTICATE KNEE SUPPORT BANDAGE,Unit,GHS 15.00
ELASTOPLAST FABRIC WATERPROOF PLASTERS 18'S,Pcs,GHS 30.00
ELIQUIS 5MG TAB(APIXABAN),Tab,GHS 34.00
ELIQUIS TAB 2.5MG(APIXABAN),Tab,GHS 25.00
ELOCOM CREAM 30G,Unit,GHS 200.00
ELOCOM LOTION 0.1% 30ML,Unit,GHS 160.00
ELOCOM OINTMENT 30G,Pack,GHS 180.00
EMERGENCY ROLL,Unit,GHS 43.00
EMGIPROFEN TABS 200MG 50X10'S,Tab,GHS 0.15
EMGIPROFEN TABS 400MG  10'S,Strip,GHS 1.70
EMLA (LIGNOCAINE PRILOCAINE) 5% CREAM 5G,Tube,GHS 84.00
ENACEF SUSP 125MG/5ML,Btl,GHS 39.00
ENACEF TAB 250MG,Tab,GHS 4.75
ENACEF TAB 500MG,Tab,GHS 6.00
ENACIN-C(CLINDAMYCIN) CAPS 150MG 100'S,Cap,GHS 1.00
ENACIN-C(CLINDAMYCIN) CAPS 300MG 100'S,Tab,GHS 5.00
ENAFEN SUSP 60ML,Btl,GHS 13.00
ENAFEN TAB 400MG (IBUPROFEN) 50X10'S,Strip,GHS 3.70
ENALAPRIL TABS 10MG 28'S,Tab,GHS 1.50
ENALAPRIL TABS 20MG 28'S,Tab,GHS 1.90
ENALAPRIL TABS 5MG 28'S,Tab,GHS 1.40
ENAMYCIN SUSP 125MG/5ML ECL,Btl,GHS 21.00
ENAT CAPS 400IU 30'S,Pack,GHS 143.37
ENCEPHABOL SYRUP 100ML,Btl,GHS 240.00
ENCEPHABOL SYRUP 200ML,Btl,GHS 88.00
ENCEPHABOL TABS 100MG,Tab,GHS 4.50
ENCIFER INJECTION 5'S,Amp,GHS 65.00
ENDOTONE CAPS,Cap,GHS 7.05
ENERGIZER BATTERIES 9V,Unit,GHS 45.50
ENERGIZER BATTERIES AA 2'S,Unit,GHS 30.00
ENERGIZER BATTERIES AA 4'S,Unit,GHS 35.00
ENERGIZER BATTERIES AA 6'S,Unit,GHS 50.00
ENERGIZER BATTERIES AAA 2'S,Unit,GHS 35.00
ENERGIZER BATTERIES AAA 4'S,Unit,GHS 40.00
ENERGIZER BATTERIES AAA 6'S,Unit,GHS 50.00
ENERGIZER MAX BATTERIES AAA 2'S,Unit,GHS 35.00
ENKACHI MP MIXTURE,Btl,GHS 5.00
ENLIVEN NAIL POLISH REMOVAL 250ML,Unit,GHS 28.00
ENO SALT LEMON SACHET,Sachet,GHS 6.00
ENO SALT ORANGE SACHET,Sachet,GHS 6.00
ENO SALT PLAIN SACHET,Sachet,GHS 6.00
ENSURE ADULT MILK CHOCOLATE SHAKE 237ML,Unit,GHS 24.00
ENSURE ADULT POWDER 850G-VANILLA,Unit,GHS 260.00
ENSURE ADULT SHAKE 237ML - ORIGINAL,Unit,GHS 34.00
ENSURE ADULT SHAKE 237ML - STRAWBERRY,Unit,GHS 34.00
ENSURE ADULT SHAKE 237ML - VANILLA,Pack,GHS 35.00
ENSURE ADULT VANILLA SHAKE 237ML,Unit,GHS 34.00
ENSURE ORIGINAL ADULT 237ML - VANILLA,Unit,GHS 30.00
ENSURE PLUS ADULT DRINK 237ML - CHOCOLATE,Unit,GHS 45.00
ENSURE PLUS ADULT DRINK 237ML - VANILLA,Unit,GHS 45.00
ENTACAPONE 200MG TAB,Pack,GHS 5.00
ENTEROGERMINA SOLUTION 10'S,Amp,GHS 11.30
ENTRADOL CAPS 50MG (TRAMADOL),Tab,GHS 12.70
ENTRAMOL PLAIN TAB 10X12'S,Strip,GHS 2.65
ENTRAMOL PLUS 500MG TAB 24'S,Pack,GHS 7.20
ENTRAMOL TAB 500MG 12'S,Pack,GHS 9.70
ENTYACYD PLUS SUSP,SUPP,GHS 2.40
ENVILEN HAND SANITIZER 500ML,Pcs,GHS 18.00
ENVITHER INJ. 80MG (ARTEMETHER),Btl,GHS 3.30
ENZALUTAMIDE CAPS 40MG 112S,Pack,"GHS 5,200.00"
EPAD KIDS TABLET,Pack,GHS 440.00
EPANOL (PARA) SYRUP 100ML ECL,Btl,GHS 14.21
EPANUTIN CAPS 100MG 100'S,Cap,GHS 3.80
EPANUTIN SUSP 30MG/5ML 500ML,Pack,GHS 380.00
EPHEDRIN NASAL DROPS 1% UK,Drops,GHS 25.00
EPHEDRINE INJ 30MG/ML 1'S,Amp,GHS 26.00
EPHEDRINE NASAL DROP 0.5% UK,Drops,GHS 24.00
EPHEDRINE NASAL DROPS 0.5% LOCAL,Drops,GHS 11.25
EPHEDRINE NASAL DROPS 1% LOCAL,Drops,GHS 10.00
EPICIPRIN EYE OINTMENT,Pack,GHS 16.00
EPICIPRIN EYE/EAR DROP,Pack,GHS 25.00
EPICROM EYE DROPS 2%,Drops,GHS 43.00
EPICROM EYE DROPS 4%,Pack,GHS 54.00
EPIDERM CREAM 15G,Pack,GHS 7.40
EPIDERM CREAM 30G,Pack,GHS 13.30
EPIDUO GEL + PUMP 30G,Pack,GHS 400.00
EPIDUO GEL 30G,Pack,GHS 200.00
EPIDUO GEL 45G,Pack,GHS 180.00
EPIFENAC EYE DROP,Pack,GHS 36.13
EPILIM TABS 200MG,Tab,GHS 2.90
EPILIM TABS 500MG,Tab,GHS 5.80
EPISOPT EYE DROP 5ML,Drops,GHS 227.00
EPITIMOL EYE DROP 0.50%,Pack,GHS 22.36
EPNONE TABS 25MG 30'S,Tab,GHS 5.20
EPOSOFT SOFTGEL CAPS 30'S,Pack,GHS 133.00
EPSON SALTS 25GM,Sachet,GHS 0.60
EQUATE DAILY MOIST. LOTON 532ML,Pcs,GHS 48.00
EQUATE MOISTURISING BODY LOTION 725ML,Pcs,GHS 34.00
EQUI- CLEAN HAND SANITIZER 60ML,Pcs,GHS 8.00
EQUITY BODY SPRAY,Pcs,GHS 6.50
ERGOMETRINE INJ. 5MG/ML 1''S,Amp,GHS 11.00
ERKA STETHOSCOPE,Pcs,GHS 30.00
ERLOTINIB (ZYCERA) 100MG TAB 30'S,Pack,"GHS 2,580.00"
ERYTHROMYCIN 250MG TAB UK 28'S,Tab,GHS 3.00
ERYTHROMYCIN TABS (ENAMYCIN) 250MG 50X10'S,Tab,GHS 1.00
ES-0047 ESTELIN 3 IN 1 LIP CARE SET 5G-PEACH,Pcs,GHS 50.00
ES0012 ESTELIN HYALURONIC ACID SERUM 400ML,Pcs,GHS 65.00
ES0015 ESTELIN RETINOL SERUM 400ML,Pcs,GHS 65.00
ES0016 ESTELIN STRETCHMARK& SCAR REPAIR SERUM 30ML,Pcs,GHS 75.00
ES0021 ESTELIN HYDRATING REPAIR SUN CREAM SPF 60 60ML,Pcs,GHS 50.00
ES0048 ESTELIN 3 IN 1 LIP CARE SET 5G-VITAMIN C,Pcs,GHS 29.00
ES0049 ESTELIN 3 IN 1 LIP CARE SET 5G-CHERRY,Pcs,GHS 29.00
ES0050 ESTELIN 3 IN 1 LIP CARE SET 5G-COFEE,Pcs,GHS 50.00
ES0051- EASCINATING RED HYDRAGEL (LIP MASK),Pcs,GHS 44.00
ESCITALOPRAM 10MG TAB,Unit,GHS 0.90
ESCITALOPRAM 20MG TAB,Tab,GHS 1.80
ESIDREX TABS 25MG ORG,Unit,GHS 5.00
ESKARON BLOOD TOINC 200ML,Btl,GHS 15.00
ESKYLAX TABS 10X10 (BISACODYL),Tab,GHS 5.00
ESKYZOLE (TRIPLE ACTION CREAM) 30GM,Tube,GHS 12.96
ESOMEPRAZOLE 40MG INJ,Unit,GHS 52.00
ESOMEPRAZOLE TAB 20MG 28'S,Tab,GHS 1.30
ESOMEPRAZOLE TAB 40MG 28'S,Tab,GHS 2.30
ESSENTIAL EMBROCATION 18ML,Btl,GHS 4.50
ESSENTIAL EMBROCATION 27ML,Pcs,GHS 16.39
ESSENTIAL EMBROCATION 3ML,Btl,GHS 2.60
ESSENTIAL EMBROCATION 8ML,Btl,GHS 5.50
ESSENTIAL POWER CAUSTIC SODA 1KG,Pcs,GHS 78.00
ESSENTIAL POWER MULTI-USE DESCALER 500ML,Pcs,GHS 10.00
ESTEE LAUDER PLEASURE WOMAN 100ML,Pcs,GHS 350.00
ESTELIN HYALURONIC ACID HYDRATING SERUM (ES-0012),Pcs,GHS 65.00
ESTELIN RETINOL SERUM ANTI-WRINKLE (ES-0015),Pcs,GHS 65.00
ESTELIN SUN CREAM HYDRATING REPAIR SPF 60 (ES0021),Pcs,GHS 50.00
"ESTROFEM 2MG (OSTRADIOL) , PROGYNOVA",Pack,GHS 84.00
ETERNITY AQUA FOR W'MEN 100ML,Pcs,GHS 200.00
ETERNITY AQUA MEN DEO STICK,Pcs,GHS 130.00
ETERNITY CALVIN KLEIN GIFT SET,Pcs,GHS 280.00
ETERNITY FOR MEN 100ML,Pcs,GHS 500.00
ETERNITY FOR MEN 50ML,Pcs,GHS 85.00
ETERNITY FOR MEN SUMMER 100ML,Pcs,GHS 260.00
ETERNITY FOR WOMAN 100ML,Pcs,GHS 360.00
ETERNITY FOR WOMAN SUMMER 100ML,Pcs,GHS 260.00
ETERNITY GIFT SET,Pcs,GHS 130.00
ETERNITY MEN AQUA 100ML,Pcs,GHS 360.00
ETERNITY MEN DEO STICK,Pcs,GHS 130.00
ETERNITY SUMMER EDIT MEN,Pcs,GHS 130.00
ETERNITY WOMAN WHITE 100ML,Pcs,GHS 200.00
ETHOSUXIMIDE 250MG TAB,Tab,GHS 15.00
ETHYL CHLORIDE SPRAY (CRYOGESIC),Pcs,GHS 100.00
EUCERIN ADV REPAIR HAND CREAM (2.7 OZ)78G,Pcs,GHS 100.00
EUCERINE INTENSIVE REPAIR LOTION 500ML,Pcs,GHS 250.00
EUCERINE LOTION 21 FL. OZ 625ML,Pcs,GHS 290.00
EUCRYL T/PASTE 50ML,Pcs,GHS 25.00
EUCRYL TOOTH POWDER FRESHMINT 50G,Pcs,GHS 32.00
EUCRYL TOOTH POWDER ORIG 50G,Pcs,GHS 30.00
EUMOVATE CREAM 0.05% 15G,Pack,GHS 28.00
EUPHORIA MEN DEO STICK 75ML,Pcs,GHS 250.00
EURAX CREAM 20G,Pack,GHS 60.00
EURAX HC CREAM 15G,Pack,GHS 40.00
EURAX LOTION 100ML,Pcs,GHS 9.30
EURAX LOTION 50ML,Btl,GHS 9.23
EURO -K (SLOW K) 600MG 100`S,Tab,GHS 6.50
EUSOL LOTION 200ML,Btl,GHS 5.30
EUTHYROX (LEVOTHYROXINE) 25UG,Unit,GHS 0.80
EUTHYROX (LEVOTHYROXINE) 50UG,Unit,GHS 1.00
EVANOVA CAPS,Cap,GHS 4.50
EVECARE CAPS 30'S,Pack,GHS 120.00
EVECARE SYR 200ML,Unit,GHS 95.00
EVELINE INTENSELY FIRM ANTI-WRINKLE 40+ CRM,Pcs,GHS 50.00
EVELINE LASER PRECISION 40+ DAY/NIGHT CRM 50ML,Pcs,GHS 56.00
EVELINE LASER THERAPY TOTAL LIFT 40+ DAY&NIGHT CR,Pcs,GHS 40.00
EVELINE MACADAMIA & KUKUI OIL SUN PROTECT 30 200ML,Pcs,GHS 28.00
EVELINE NAIL DRY HARD & SHINE NAIL POLISH 12ML,Pcs,GHS 15.00
EVELINE NAIL THERAPY CONDITIONER CALCIUM MILK 12ML,Pcs,GHS 20.00
EVELINE NAIL TOTAL ACTION 8IN1 NAIL THERAPY,Pcs,GHS 15.00
EVELINE NEO RETINOL SMOOTHING NIGHT/DAY CRM 50ML,Pcs,GHS 50.00
EVELINE NEO RETINOL TIGHTEN ANTI-WRINKLE 45+ CRM,Pcs,GHS 50.00
EVELINE NEO RETINOL WRINKLE REDUCTION DAY/NIGHT CRM,Pcs,GHS 50.00
EVELINE ROYAL CAVIAR THERAPY EYE&EYELID CRM 15G,Pcs,GHS 30.00
EVELINE ROYAL CAVIAR THERAPY WRINKLE REDUCT. NIGHT,Pcs,GHS 50.00
EVELINE SUN 30 PROTECTION FACE CRM 50ML,Pcs,GHS 48.00
EVELINE WHITE EXTREME 3D ANTI-WRINKLE NIGHT CRM,Pcs,GHS 20.00
EVELINE WHITE PRESTIGE 4D DAY CRM 50ML,Pcs,GHS 60.00
EVELINE WHITE PRESTIGE 4D INTENSE WHITE NIGHT CRM,Pcs,GHS 60.00
EVELINE WHITE PRESTIGE 4D NIGHT/DAY CRM 50ML,Pcs,GHS 62.00
EVELINE WHITENING ANTI-WRINKLE CRM-SERUM D&N,Pcs,GHS 20.00
EVELINE WHITENING FACIAL SCRUB 150ML,Pcs,GHS 35.00
EVELINE WHITENING FACIAL WASH GEL 200ML,Pcs,GHS 35.00
EVELINE WHITENING GENTLE MAKE UP REMOVING LOT. 245M,Pcs,GHS 20.00
EVELINE WHITENING MILKY BODY LOT. 245ML,Pcs,GHS 20.00
EVELINE WHITENING THERAPIST DAY&NIGHT CRM 50ML,Pcs,GHS 15.00
EVELINE X-TREME EFFECT TOP COAT GEL,Pcs,GHS 20.00
EVER SHEEN COC BUTT CREAM L/S-250ML,Pcs,GHS 28.00
EVER SHEEN COC BUTT LOTION 500ML,Pcs,GHS 28.00
EVER SHEEN COC BUTT LOTION 750ML,Pcs,GHS 40.00
EVERBOND GLUE,Pcs,GHS 1.00
EVEREST DRINKING BOTTLE,Pcs,GHS 22.00
EVERFRESH JUICE 473MLS-KIWI STRAWBERRY,Pcs,GHS 12.50
EVERSHEEN COC BUTT CREAM S/S-120ML,Pcs,GHS 13.00
EVERSHEEN COCO BUTT LOTION 250ML,Pcs,GHS 17.00
EVERSHEEN LOTION 750ML,Pcs,GHS 56.00
EXCEL POWER BURN RELIEF SPRAY,Pcs,GHS 5.00
EXCELLTEC WATCH BATTERIES 30S,Pcs,GHS 20.00
EXEMESTANE 25MG TABS,Unit,GHS 22.00
EXERCISE BOOK MULTIPLICATION,Pcs,GHS 25.00
EXETOMOL EYE DROP (TIMOLOL) 0.5%,Unit,GHS 14.00
EXFORGE 5MG/160MG,Tab,GHS 18.70
EXFORGE HCT TAB 10/160/12.5MG,Tab,GHS 15.59
EXFORGE HCT TAB 10/320/25MG,Tab,GHS 17.80
EXFORGE HCT TAB 5/160/12.5MG 28'S,Tab,GHS 12.80
EXFORGE HCT TABS 10/160/25MG,Tab,GHS 17.64
EXIFIN SUSPENSION 120ML,Btl,GHS 23.50
EXOCIN (OFLOXACIN) EYE DROP,Unit,GHS 130.00
EXTRAFLEX (GLUCOSAMINE+CHONDROITIN) CAPS 30'S,Pack,GHS 93.00
EXTRAMMUNE SYRUP 200ML,Unit,GHS 97.00
EXTRAMMUNE TABLET 20'S,Tab,GHS 2.80
EXURE CONDOM 14'S - EXTRA SENSATION,Pack,GHS 28.00
EXURE CONDOMS -EXTRA FUN 14'S,Unit,GHS 28.00
EXURE CONDOMS -NATURAL PLEASURE 14'S,Unit,GHS 28.00
EZECHEK MALARIA TEST KIT PACK 25'S,Single,GHS 8.50
EZETROL (EZETIMIBE) 10MG TABS,Unit,GHS 30.00
EZINELLE 1.5MG( LEVONORGESTREL),Unit,GHS 10.00
EZIPEN (ACECLOFENAC) TABS 100MG,Unit,GHS 0.40
EZYDOSE PILL PLANNER WEEKLY & PORTABLE,Pcs,GHS 20.00
EZYDOSE WEEKLY /AM-PM PILL PLANNER M/S,Unit,GHS 50.00
EZYDOSE WEEKLY PILL PLANNER M/S,Pcs,GHS 50.00
FADE OUT ADV BRIGHTENING DAY CRM 50ML,Unit,GHS 150.00
FADE OUT ADV. BRIGHTENING DAY CREAM 50ML - DLT,Unit,GHS 100.00
FADE OUT ADV. BRIGHTENING NIGHT CRM 50ML,Unit,GHS 150.00
FADE OUT ADV. EVEN SKIN TONE NIGHT CREAM 75ML,Unit,GHS 100.00
